#OTU ID	1003	1004	1027	1049	1053	1058	1077	1084	1087	1102	1105	111	1115	1131	1138	1171	1176	1185	1204	121	1214	1217	1229	1234	124	1262	1264	1271	1275	1295	1320	136	1368	1388	1406	1425	1487	1496	1498	1509	1517	1567	163	176	206	218	219	22	248	277	284	351	358	37	384	399	411	413	444	449	450	463	472	481	490	507	52	522	551	575	664	676	683	709	752	754	82	825	832	835	85	850	853	869	897	918	923	924	951	958	96	963	981	985	986
OTU1016	8	3	3	3	3	7	7	1	0	2	1	2	1	3	1	0	0	0	3	0	0	0	0	0	0	17	27	0	1	0	1	1	3	4	0	0	0	1	3	0	12	4	4	2	3	44	0	3	7	0	8	0	48	0	1	3	10	51	5	67	96	4	3	2	4	2	10	2	0	0	0	0	0	2	40	0	11	0	28	4	2	3	12	2	4	5	2	0	2	0	4	0	0	3	0
OTU1017	1	0	10	4	10	5	5	3	7	5	0	3	0	5	9	3	4	1	1	3	4	5	0	0	5	2	4	9	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	6	0	4	9	0	0	11	8	10	7	13	0	3	0	8	9	0	0	1	0	0	0	2	0	0	0	0	0	19	2	0	11	2	4	4	1	6	2	5	12	0	7	0	0	0	0	0	19	6	3
OTU1018	5	8	7	29	6	20	3	7	6	5	7	9	3	0	5	9	3	1	7	6	7	11	0	0	14	8	5	20	0	0	0	0	0	0	0	0	0	1	1	0	0	1	7	2	0	28	27	4	13	6	1	26	13	36	22	25	2	44	5	63	64	2	2	4	5	0	0	2	0	0	0	0	0	31	15	0	18	3	6	11	13	16	4	12	15	1	8	0	0	6	1	3	3	3	6
OTU1019	0	0	2	5	1	11	0	3	1	1	0	0	0	5	0	6	1	3	2	0	0	13	0	10	0	0	1	3	0	0	0	0	1	2	1	1	3	1	0	3	1	1	1	0	2	0	0	1	9	15	11	5	3	9	0	1	0	0	4	0	0	0	1	0	0	0	10	0	0	0	1	0	0	1	2	6	7	6	1	2	0	0	2	4	9	0	1	0	0	1	0	1	4	0	6
OTU102	8	8	20	52	37	38	10	12	38	36	23	20	14	89	84	110	50	7	47	13	157	61	0	0	18	36	10	55	6	4	1	0	5	6	2	0	4	14	12	17	5	9	9	2	0	28	25	24	149	20	26	97	32	107	17	97	0	45	57	151	149	6	117	106	113	0	4	50	1	1	8	0	0	170	39	0	75	19	26	17	20	40	29	56	28	7	44	23	12	4	2	4	3	58	25
OTU1020	1	1	3	0	2	0	1	0	1	0	51	0	1	4	5	1	2	2	1	0	0	0	2	18	1	7	0	1	2	2	1	0	18	18	16	4	14	10	15	26	16	26	0	0	0	0	0	39	1	3	1	5	23	2	6	14	3	25	4	37	19	0	0	1	1	0	1	0	3	2	3	0	0	18	10	0	5	2	2	3	2	3	2	1	4	0	1	0	0	0	5	0	0	1	0
OTU1021	0	0	6	7	4	12	8	4	5	5	2	0	2	0	0	2	3	0	0	3	2	0	0	2	0	3	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	2	2	1	0	7	7	0	1	2	0	18	5	10	13	18	0	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	23	3	10	14	13	7	10	4	9	2	6	2	0	0	1	0	0	0	0
OTU1022	4	0	0	5	1	9	0	0	1	7	6	5	10	4	0	2	1	1	0	0	1	0	0	1	3	32	34	17	0	0	0	0	0	0	0	0	0	0	3	0	1	4	0	4	0	1	4	4	3	4	2	12	25	17	15	45	0	65	12	76	45	0	0	4	5	0	0	2	4	0	2	0	0	6	9	0	29	2	3	5	17	34	10	19	3	7	14	3	0	0	1	0	0	0	0
OTU1023	0	1	6	1	1	0	3	2	2	0	0	0	0	6	0	1	2	0	1	1	0	0	0	2	0	0	0	5	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0	1	2	2	4	0	8	6	11	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	2	3	2	0	7	0	4	4	0	0	0	0	1	1	0
OTU1024	1	2	11	24	8	19	1	10	10	25	24	5	9	9	5	4	2	0	2	0	2	7	0	0	4	59	61	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	65	1	0	1	0	36	48	25	13	4	0	7	1	14	14	0	3	1	0	0	0	0	0	0	0	0	0	14	2	0	7	2	20	24	4	31	17	61	6	0	7	1	0	0	0	0	2	7	0
OTU1025	9	0	7	2	2	1	8	0	0	0	1	1	1	4	0	0	0	3	1	1	1	0	0	0	1	14	40	0	18	7	20	0	22	22	8	16	49	35	50	31	32	53	5	9	0	9	0	11	15	0	11	1	32	1	0	7	0	75	1	15	41	4	0	4	3	1	0	0	1	1	0	0	0	6	35	0	14	6	26	6	9	1	3	1	12	3	0	0	0	5	3	0	6	5	0
OTU1026	0	0	2	8	2	11	4	2	6	13	2	6	7	19	7	25	8	2	10	5	8	3	24	5	3	3	0	4	0	0	0	0	0	0	0	30	2	0	0	1	2	3	7	1	3	0	6	2	7	0	1	5	0	9	3	19	4	0	1	4	31	1	2	4	7	0	0	2	0	0	1	0	0	84	1	0	14	10	3	10	4	2	4	18	4	3	6	4	3	0	0	0	0	0	4
OTU1027	13	14	24	66	46	49	27	27	27	58	49	69	42	80	28	38	35	2	43	25	57	28	0	7	62	21	26	88	1	0	0	0	2	4	0	0	7	10	13	13	2	5	37	13	0	55	66	13	34	9	10	92	50	92	99	127	0	41	34	90	285	2	22	13	25	0	0	34	1	1	0	0	0	113	36	0	162	9	32	47	34	47	36	66	59	14	41	7	8	4	2	1	0	74	15
OTU1028	1	2	5	15	5	8	8	1	18	15	2	9	8	10	10	9	10	0	3	2	6	40	0	0	10	9	14	26	0	0	0	0	1	0	0	0	2	2	3	0	3	0	4	3	0	3	13	14	9	5	7	26	18	24	26	24	0	16	4	17	39	0	2	2	0	1	0	4	0	0	0	0	0	25	4	0	23	7	18	19	13	16	19	19	24	5	19	5	11	5	0	5	70	25	7
OTU1030	0	0	0	1	1	0	0	0	2	0	0	0	0	6	9	1	3	1	5	1	29	0	10	5	0	0	0	0	0	2	1	0	1	2	2	0	1	1	3	5	2	2	1	1	0	0	0	5	2	0	0	0	0	0	0	2	0	1	3	0	0	1	1	0	0	0	0	0	0	1	0	0	0	3	7	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU1031	2	1	3	9	3	6	0	1	4	2	0	11	1	18	4	4	2	2	5	4	4	10	0	0	12	11	8	3	1	0	0	0	1	0	1	1	2	1	0	2	0	0	5	3	0	3	6	4	8	1	0	11	18	14	3	4	0	13	0	42	50	0	8	9	5	0	0	6	1	0	1	0	0	44	5	0	5	1	6	4	1	0	0	5	3	1	0	0	1	0	0	0	0	0	3
OTU1032	0	0	0	1	0	1	0	0	0	0	1	2	0	31	23	18	3	2	10	3	40	15	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	1	0	0	0	2	0	4	0	0	0	2	0	22	1	0	5	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	2	1	0	3	7	0	0	0	0	0	1	0	0	0	0	0
OTU1033	9	4	9	16	8	24	13	4	14	21	34	22	18	21	8	14	6	3	26	12	7	21	1	1	61	20	24	65	24	6	5	0	45	27	4	1	50	37	60	53	19	45	54	21	3	27	6	96	83	15	14	98	147	118	139	148	2	109	111	135	193	10	41	17	23	1	9	36	4	1	4	0	0	40	19	0	76	13	19	30	34	56	25	59	34	14	42	19	14	7	4	3	3	27	2
OTU1034	0	0	0	5	2	2	0	2	3	6	0	5	3	1	1	2	3	0	0	0	3	3	0	0	1	3	0	11	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	3	0	3	0	0	0	16	2	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	4	3	3	0	16	4	8	9	0	2	0	0	0	0	1	8	0	1
OTU1035	2	2	5	14	2	9	0	0	6	18	1	4	7	65	29	47	30	45	32	0	49	3	147	34	15	5	2	8	36	20	34	0	39	30	39	20	24	10	25	29	20	68	3	3	506	1	3	90	34	4	7	18	9	33	7	9	10	6	59	23	15	63	9	23	22	6	184	13	8	52	49	0	2	35	9	3	6	2	4	7	3	6	4	16	5	6	1	6	4	1	20	3	3	7	17
OTU1037	0	1	2	2	0	1	3	0	7	2	0	0	1	23	2	17	8	1	4	1	15	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	3	0	5	2	12	2	2	0	0	0	0	16	0	1	3	1	0	0	8	0	0	0	0	0	10	1	0	1	1	4	0	0	1	0	11	0	0	2	0	0	0	0	0	0	2	0
OTU1038	1	5	2	5	1	5	0	1	1	2	1	2	4	14	6	2	0	0	0	0	11	2	0	1	0	1	1	1	1	0	1	0	3	5	1	0	1	0	2	2	1	4	4	0	0	0	0	1	2	2	0	5	1	7	0	0	2	0	2	1	1	0	4	1	0	0	2	2	1	0	3	0	0	2	0	0	2	3	2	0	0	6	9	8	1	1	3	1	7	1	0	0	0	3	0
OTU1039	1	0	1	1	0	1	0	0	1	2	2	3	0	0	0	0	0	0	0	0	6	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	1	3	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	3	2	0	3	3	1	1	1	2	0	2	0	0	1	0	0	0	2	0
OTU104	24	31	86	172	98	177	43	36	79	176	75	111	76	107	78	66	69	7	53	18	90	72	0	0	101	185	120	213	0	0	0	0	0	0	1	1	1	1	1	1	0	0	39	26	2	203	459	56	77	15	17	360	304	300	354	176	0	58	14	226	261	0	25	37	45	1	0	20	1	0	1	0	0	344	65	0	216	46	151	215	113	184	146	315	115	34	109	30	16	1	3	3	35	100	13
OTU1040	2	0	0	0	0	0	2	0	0	0	0	0	0	3	1	0	1	97	0	1	1	0	35	5	0	2	4	1	5	11	5	68	119	296	244	385	4	4	0	2	20	79	1	0	58	1	1	359	0	1	0	0	0	5	0	4	2406	1	55	1	4	111	2	0	0	439	217	1	1603	1515	163	0	1150	31	3	0	7	1	0	0	2	0	0	0	0	1	0	0	0	2	34	0	0	0	0
OTU1041	0	1	3	5	1	2	5	7	15	1	2	0	1	10	1	3	0	0	1	0	5	8	0	0	0	7	1	7	1	1	1	0	1	2	1	0	3	5	0	5	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	1	0	0	6	0	2	2	3	1	6	0	0	1	4	22	0	5	0	0	1	0	2	2	4	4
OTU1042	0	0	1	5	10	9	4	5	1	7	5	12	3	2	7	2	2	0	7	1	5	0	0	0	5	8	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	12	15	4	9	2	2	26	14	21	32	11	0	12	0	18	16	0	3	1	2	0	0	1	0	0	0	0	0	22	1	0	13	1	9	2	3	2	3	12	5	1	7	2	2	0	0	0	0	3	4
OTU1043	0	0	1	4	0	0	0	0	0	0	0	0	0	7	2	2	2	0	0	0	1	2	0	2	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	4	1	1	0	0	2	0	3	1	1	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	1	2	1	3	2	0	1	0	0	0	0	0	0	6	0
OTU1044	0	0	1	3	10	4	0	2	6	6	0	3	5	3	1	0	4	0	0	2	3	0	0	0	2	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	8	3	0	1	0	7	0	9	14	7	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	5	3	1	1	6	5	1	0	0	0	0	0	0	0	0	0	1
OTU1045	0	0	1	1	1	0	0	1	3	2	0	1	1	9	6	7	6	0	1	0	8	1	2	6	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	11	0	0	0	0	1	1	1	0	6	1	3	0	0	3	0	1	1	2	3	2	0	1	1	0	1	0	0	0	2	0	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0
OTU1046	0	0	0	5	2	1	4	1	2	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	1	40	27	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	14	0	0	0	0	23	25	19	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	5	0	16	5	14	4	0	0	0	0	0	0	0	1	0	0
OTU1047	3	6	2	0	0	0	1	3	3	0	0	9	0	3	5	8	2	1	2	1	6	3	0	0	4	12	7	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	3	0	2	2	0	0	0	1	3	14	3	2	11	0	8	1	21	23	0	5	14	8	0	0	2	0	0	0	0	0	4	4	0	12	0	1	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0
OTU1048	6	0	2	1	8	5	1	0	3	4	7	1	0	20	4	4	8	5	12	5	21	3	8	9	11	11	21	10	4	3	1	4	10	10	5	0	13	8	19	10	13	26	21	14	9	20	0	28	6	7	5	8	41	0	6	24	11	59	36	85	71	3	5	8	3	4	40	4	3	3	1	0	0	8	32	0	15	5	12	9	8	5	6	7	14	6	4	0	6	3	10	1	0	1	5
OTU1049	1	2	3	0	1	0	9	5	1	0	1	2	2	3	4	0	1	3	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	5	0	6	3	3	4	2	3	1	0	5	0	0	0	11	4	6	3	1	0	0	0	0	1	16	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	1	6	0	2	1	0	0	0	2	1	21	0	3	6	10	5	0	6	35	28	23
OTU105	12	14	17	39	30	26	1	5	11	25	17	43	14	117	51	48	26	5	50	10	69	74	17	21	12	31	13	46	21	11	5	0	31	20	8	5	29	33	43	48	17	31	34	22	9	40	51	13	61	20	11	72	36	64	66	189	2	133	11	176	189	16	62	60	53	1	0	36	4	1	3	0	1	102	56	0	153	16	20	29	68	38	19	44	57	18	48	6	21	1	12	4	0	51	14
OTU1050	0	0	2	10	3	2	0	2	5	4	0	2	3	9	0	3	7	1	3	0	7	3	0	2	1	5	2	6	0	0	0	0	1	1	0	0	0	1	2	0	0	0	2	1	0	2	1	0	0	1	0	7	6	2	1	0	0	1	1	2	1	0	1	0	0	0	0	0	0	0	1	0	0	1	6	2	1	2	5	12	1	5	10	22	23	0	3	0	2	1	0	3	1	3	1
OTU1051	0	1	1	1	2	1	3	3	12	3	0	0	0	0	1	2	4	0	2	0	0	4	0	4	0	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	2	0	14	1	1	3	0	9	0	5	17	1	9
OTU1052	2	3	2	3	1	0	4	5	8	12	13	1	3	2	0	2	0	0	0	1	1	0	0	0	1	15	6	5	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	23	12	3	0	0	0	4	13	0	2	7	0	14	0	1	4	0	2	1	1	0	0	0	0	0	0	0	0	13	2	0	7	0	1	3	4	4	8	14	2	2	0	0	0	0	0	0	0	4	0
OTU1053	0	0	8	0	3	2	3	4	8	0	0	0	0	6	0	3	5	0	0	0	0	0	0	9	0	3	6	3	3	1	1	0	4	4	0	3	5	4	3	2	2	10	0	0	59	0	0	0	1	2	0	0	0	3	0	0	0	0	0	0	1	5	2	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	5	3	1	0	0	2	1	0	1	0	1	0	0	0	1	0	0
OTU1054	0	0	0	0	0	0	5	6	5	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	7	8	4	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	4	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	1	0
OTU1055	0	0	2	2	4	10	0	0	4	8	1	0	7	1	0	7	1	0	0	0	3	5	0	0	1	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	0	2	0	0	9	8	3	7	11	0	2	0	2	3	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	3	2	6	7	2	7	5	11	7	0	2	1	0	0	0	4	2	0	2
OTU1056	0	0	0	0	0	1	0	0	0	0	13	0	0	1	0	2	5	0	0	0	0	0	0	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	8	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU1057	2	1	5	2	0	4	4	3	7	2	1	15	0	11	6	10	9	0	8	2	11	11	0	0	6	10	5	8	1	0	0	0	1	0	0	0	1	1	0	2	0	1	1	1	0	8	3	2	5	2	0	14	5	4	5	16	0	7	0	11	16	1	1	1	1	0	0	0	0	0	0	0	0	15	7	0	3	0	3	11	2	6	9	15	29	0	5	0	0	0	0	0	2	9	0
OTU1058	7	3	12	23	14	19	10	7	20	21	4	8	8	46	14	14	19	2	15	4	18	17	1	10	4	17	11	33	1	0	0	0	3	1	3	1	6	2	5	4	2	9	4	1	5	13	37	7	11	1	2	33	13	35	11	17	5	10	7	18	25	1	7	6	6	0	0	4	1	1	0	0	0	30	13	0	18	7	23	25	9	31	31	61	40	5	11	6	1	1	0	0	0	29	8
OTU1059	0	0	0	0	0	0	0	0	0	0	1	0	0	6	5	2	1	56	0	1	0	0	37	23	0	2	0	0	0	1	1	0	23	96	28	141	4	1	7	2	12	24	0	1	8	0	0	33	0	1	0	0	1	0	0	16	160	0	1	1	0	14	0	0	0	101	13	0	81	7	42	4	74	3	0	0	4	0	0	1	2	0	0	0	0	0	0	0	1	0	20	0	0	3	0
OTU106	8	10	31	15	20	35	11	16	50	11	4	12	16	87	22	29	31	3	26	2	43	15	9	19	28	41	30	39	12	5	3	0	25	9	3	9	51	11	25	31	19	39	20	10	2	24	20	33	55	22	10	71	63	109	42	94	3	91	45	288	220	4	21	20	32	0	0	49	3	0	0	0	0	92	53	0	66	18	52	56	31	46	19	50	78	16	41	13	24	18	7	16	59	74	4
OTU1060	0	0	1	4	4	7	0	0	0	1	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0
